D0309 17:12:43.991279456   21026 ev_posix.cc:172]            Using polling engine: epollex
D0309 17:12:44.067590955   21026 exec_ctx.cc:34]             running closure 0x9132e0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/completion_queue.cc:538]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:670]
D0309 17:12:44.067628036   21026 exec_ctx.cc:54]             closure 0x9132e0 finished
I0309 17:12:44.067666797   21026 init.cc:237]                grpc_shutdown(void)
I0309 17:12:44.067749359   21026 call.cc:559]                grpc_call_unref(c=0x91c070)
I0309 17:12:44.067789360   21026 call_combiner.cc:222]       call_combiner=0x91c088: scheduling notify_on_cancel callback=(nil) for pre-existing cancellation
D0309 17:12:44.067826062   21026 error.cc:304]               0x2b7c40000d70: 3 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:227]
D0309 17:12:44.067862933   21026 error.cc:352]               0x2b7c40000d70: 4 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:102]
D0309 17:12:44.067898634   21026 transport.h:175]            CALL_STACK 0x91cd80:0x91c070 UNREF destroy
I0309 17:12:44.067935445   21026 ref_counted.h:182]          stream_refcount:0x91cd80 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 1 -> 0 destroy
D0309 17:12:44.067980216   21026 exec_ctx.cc:34]             running closure 0x91cd90: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:55]
I0309 17:12:44.068024267   21026 ev_posix.cc:313]            (polling-api) pollset_destroy(0x913420)
I0309 17:12:44.068063958   21026 ref_counted.h:182]          pollable_refcount:0x91dab8 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:925 unref 1 -> 0 pollset
I0309 17:12:44.068099299   21026 ev_epollex_linux.cc:147]    (fd-trace) pollable_unref: Closing epfd: 7
D0309 17:12:44.068150231   21026 error.cc:352]               0x2b7c40000d70: 3 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.h:430]
D0309 17:12:44.068201402   21026 transport.h:175]            CALL_STACK 0x91d1e0:0x91d1d0 UNREF 
I0309 17:12:44.068243884   21026 ref_counted.h:182]          stream_refcount:0x91d1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 1 -> 0 
D0309 17:12:44.068286125   21026 exec_ctx.cc:54]             closure 0x91cd90 finished
D0309 17:12:44.068323486   21026 exec_ctx.cc:34]             running closure 0x91d1f0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:55]
I0309 17:12:44.068361507   21026 retry_filter.cc:2337]       chand=0x921d50 calld=0x91d270: destroying send_initial_metadata
I0309 17:12:44.068413239   21026 retry_filter.cc:2357]       chand=0x921d50 calld=0x91d270: destroying send_trailing_metadata
I0309 17:12:44.068476720   21026 ref_counted.h:165]          LoadBalancedCall:0x9229d8 unref 1 -> 0
D0309 17:12:44.068522692   21026 error.cc:352]               0x2b7c40000d70: 2 -> 1 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2580]
D0309 17:12:44.068573703   21026 exec_ctx.cc:54]             closure 0x91d1f0 finished
D0309 17:12:44.068612084   21026 exec_ctx.cc:34]             running closure 0x91d960: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:649]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2591]
D0309 17:12:44.068647675   21026 exec_ctx.cc:54]             closure 0x91d960 finished
D0309 17:12:44.068682496   21026 exec_ctx.cc:34]             running closure 0x91cd08: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:545]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:634]
D0309 17:12:44.068741148   21026 error.cc:352]               0x2b7c40000d70: 1 -> 0 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:67]
D0309 17:12:44.068783789   21026 error.cc:352]               0x2b7c40000cc0: 1 -> 0 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.cc:323]
D0309 17:12:44.068832831   21026 transport.h:175]            CLIENT_CHANNEL 0x918420:0x9183a0 UNREF call
I0309 17:12:44.068872152   21026 ref_counted.h:182]          stream_refcount:0x918420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 5 -> 4 call
D0309 17:12:44.068911393   21026 exec_ctx.cc:54]             closure 0x91cd08 finished
I0309 17:12:44.068952774   21026 metadata_array.cc:34]       grpc_metadata_array_destroy(array=0x7ffd689b8d28)
I0309 17:12:44.068996906   21026 metadata_array.cc:34]       grpc_metadata_array_destroy(array=0x7ffd689b8cd8)
I0309 17:12:44.069108889   21026 channel.cc:491]             grpc_channel_destroy(channel=0x9183a0)
D0309 17:12:44.069153010   21026 error.cc:508]               0x921850 create [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/channel.cc:493]
D0309 17:12:44.069192601   21026 transport.h:158]            CLIENT_CHANNEL 0x918420:0x9183a0 REF start_transport_op
I0309 17:12:44.069231173   21026 ref_counted.h:115]          stream_refcount:0x918420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 4 -> 5 start_transport_op
I0309 17:12:44.069271294   21026 work_serializer.cc:78]      WorkSerializer::Run() 0x915220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:1779]
I0309 17:12:44.069308485   21026 work_serializer.cc:90]        Executing immediately
I0309 17:12:44.069404968   21026 client_channel.cc:1737]     chand=0x9184a0: disconnect_with_error: {"created":"@1678353164.069189051","description":"Channel Destroyed","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/channel.cc","file_line":493}
I0309 17:12:44.069451209   21026 client_channel.cc:1563]     chand=0x9184a0: shutting down resolver=0x91dfe0
I0309 17:12:44.069493740   21026 timer_generic.cc:447]       TIMER 0x91e0e8: CANCEL pending=true
I0309 17:12:44.069535811   21026 ref_counted.h:165]          Resolver:0x91dfe8 unref 2 -> 1
I0309 17:12:44.069578933   21026 client_channel.cc:1569]     chand=0x9184a0: shutting down lb_policy=0x91ecf0
I0309 17:12:44.069616064   21026 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x90c890, 0x916390)
I0309 17:12:44.069660695   21026 child_policy_handler.cc:127] [child_policy_handler 0x91ecf0] shutting down
I0309 17:12:44.069698546   21026 child_policy_handler.cc:132] [child_policy_handler 0x91ecf0] shutting down lb_policy 0x91f190
I0309 17:12:44.069734827   21026 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x91f020, 0x90c890)
I0309 17:12:44.069770838   21026 pick_first.cc:156]          Pick First 0x91f190 Shutting down
I0309 17:12:44.069807209   21026 subchannel_list.h:411]      [pick_first 0x91f190] Shutting down subchannel_list 0x91f610
I0309 17:12:44.069844810   21026 subchannel_list.h:333]      [pick_first 0x91f190] subchannel list 0x91f610 index 0 of 1 (subchannel 0x921110): canceling connectivity watch (shutdown)
I0309 17:12:44.069886572   21026 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x91f340, 0x91f020)
I0309 17:12:44.069932253   21026 work_serializer.cc:78]      WorkSerializer::Run() 0x915220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:572]
I0309 17:12:44.069972724   21026 work_serializer.cc:101]       Scheduling on queue : item 0x923580
I0309 17:12:44.070011285   21026 ref_counted.h:182]          SubchannelList:0x91f618 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/subchannel_list.h:144 unref 2 -> 1 Watcher dtor
I0309 17:12:44.070059317   21026 subchannel_list.h:290]      [pick_first 0x91f190] subchannel list 0x91f610 index 0 of 1 (subchannel 0x921110): unreffing subchannel (shutdown)
I0309 17:12:44.070103168   21026 ref_counted.h:165]          SubchannelWrapper:0x921118 unref 2 -> 1
I0309 17:12:44.070139799   21026 ref_counted.h:182]          SubchannelList:0x91f618 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/subchannel_list.h:203 unref 1 -> 0 shutdown
I0309 17:12:44.070175920   21026 ref_counted.h:182]          LoadBalancingPolicy:0x91f198 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/pick_first/pick_first.cc:97 unref 2 -> 1 subchannel_list
I0309 17:12:44.070212351   21026 subchannel_list.h:400]      [pick_first 0x91f190] Destroying subchannel_list 0x91f610
I0309 17:12:44.070250392   21026 ref_counted.h:182]          LoadBalancingPolicy:0x91f198 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy.cc:50 unref 1 -> 0 Orphan
I0309 17:12:44.070293224   21026 pick_first.cc:148]          Destroying Pick First 0x91f190
I0309 17:12:44.070336775   21026 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x91f020)
I0309 17:12:44.070390776   21026 ref_counted.h:182]          LoadBalancingPolicy:0x91ecf8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy/child_policy_handler.cc:39 unref 2 -> 1 Helper
I0309 17:12:44.070439218   21026 ref_counted.h:182]          LoadBalancingPolicy:0x91ecf8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/lb_policy.cc:50 unref 1 -> 0 Orphan
I0309 17:12:44.070483109   21026 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x90c890)
D0309 17:12:44.070526760   21026 transport.h:175]            CLIENT_CHANNEL 0x918420:0x9183a0 UNREF ClientChannelControlHelper
I0309 17:12:44.070566282   21026 ref_counted.h:182]          stream_refcount:0x918420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 5 -> 4 ClientChannelControlHelper
D0309 17:12:44.070623173   21026 transport.h:175]            DynamicFilters 0x921cd0:0x921cd0 UNREF ~DynamicFilters
I0309 17:12:44.070667234   21026 ref_counted.h:182]          stream_refcount:0x921cd0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 1 -> 0 ~DynamicFilters
I0309 17:12:44.070713126   21026 connectivity_state.cc:159]  ConnectivityStateTracker client_channel[0x918550]: TRANSIENT_FAILURE -> SHUTDOWN (shutdown from API, OK)
D0309 17:12:44.070775258   21026 transport.h:175]            CLIENT_CHANNEL 0x918420:0x9183a0 UNREF start_transport_op
I0309 17:12:44.070819019   21026 ref_counted.h:182]          stream_refcount:0x918420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 4 -> 3 start_transport_op
I0309 17:12:44.070855720   21026 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x915220
I0309 17:12:44.070892341   21026 work_serializer.cc:201]       Running item 0x923580 : callback scheduled at [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:572]
I0309 17:12:44.070928902   21026 ref_counted.h:182]          SubchannelWrapper:0x921118 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:570 unref 1 -> 0 WatcherWrapper
I0309 17:12:44.070969983   21026 client_channel.cc:474]      chand=0x9184a0: destroying subchannel wrapper 0x921110 for subchannel 0x920180
D0309 17:12:44.071071816   21026 transport.h:175]            CLIENT_CHANNEL 0x918420:0x9183a0 UNREF SubchannelWrapper
I0309 17:12:44.071116038   21026 ref_counted.h:182]          stream_refcount:0x918420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 3 -> 2 SubchannelWrapper
I0309 17:12:44.071161339   21026 dual_ref_counted.h:74]      Subchannel:0x920180 unref 1 -> 0, weak_ref 1 -> 2
I0309 17:12:44.071223311   21026 ref_counted.h:182]          security_connector_refcount:0x91f3a8 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:80 unref 3 -> 2 connector_arg_destroy
I0309 17:12:44.071263782   21026 ref_counted.h:165]          SubchannelPoolInterface:0x916918 unref 6 -> 5
I0309 17:12:44.071304093   21026 ref_counted.h:165]          SubchannelPoolInterface:0x916918 unref 5 -> 4
D0309 17:12:44.071352685   21026 error.cc:508]               0x921ad0 create [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/connector.h:72]
D0309 17:12:44.071429807   21026 error.cc:352]               0x921ad0: 1 -> 0 [/public/home/lifei/xinzk/source/grpc/src/core/ext/transport/chttp2/client/chttp2_connector.cc:109]
I0309 17:12:44.071508559   21026 dual_ref_counted.h:176]     Subchannel:0x920180 weak_unref 2 -> 1 (refs=0)
D0309 17:12:44.071552970   21026 transport.h:175]            CLIENT_CHANNEL 0x918420:0x9183a0 UNREF channel
I0309 17:12:44.071590831   21026 ref_counted.h:182]          stream_refcount:0x918420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 2 -> 1 channel
D0309 17:12:44.071627993   21026 exec_ctx.cc:34]             running closure 0x91e040: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/dns_resolver_ares.cc:157]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0309 17:12:44.071667684   21026 work_serializer.cc:78]      WorkSerializer::Run() 0x915220 Scheduling callback [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/dns_resolver_ares.cc:203]
I0309 17:12:44.071709725   21026 work_serializer.cc:90]        Executing immediately
D0309 17:12:44.071747416   21026 dns_resolver_ares.cc:211]   (c-ares resolver) resolver:0x91dfe0 re-resolution timer fired. error: "CANCELLED". shutdown_initiated_: 1
I0309 17:12:44.071785367   21026 ref_counted.h:182]          Resolver:0x91dfe8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/resolver/dns/c_ares/dns_resolver_ares.cc:220 unref 1 -> 0 next_resolution_timer
D0309 17:12:44.071822458   21026 dns_resolver_ares.cc:163]   (c-ares resolver) resolver:0x91dfe0 destroying AresClientChannelDNSResolver
I0309 17:12:44.071863559   21026 client_channel.cc:414]      chand=0x9184a0: resolver shutdown complete
D0309 17:12:44.071901271   21026 transport.h:175]            CLIENT_CHANNEL 0x918420:0x9183a0 UNREF ResolverResultHandler
I0309 17:12:44.071942262   21026 ref_counted.h:182]          stream_refcount:0x918420 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 1 -> 0 ResolverResultHandler
I0309 17:12:44.071984233   21026 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x915220
D0309 17:12:44.072021924   21026 exec_ctx.cc:54]             closure 0x91e040 finished
D0309 17:12:44.072058575   21026 exec_ctx.cc:34]             running closure 0x921ce0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:55]
D0309 17:12:44.072094836   21026 exec_ctx.cc:54]             closure 0x921ce0 finished
D0309 17:12:44.072130317   21026 exec_ctx.cc:34]             running closure 0x921ed0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:210]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:1762]
D0309 17:12:44.072174128   21026 exec_ctx.cc:54]             closure 0x921ed0 finished
D0309 17:12:44.072210690   21026 exec_ctx.cc:34]             running closure 0x918430: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:55]
I0309 17:12:44.072251751   21026 client_channel.cc:1120]     chand=0x9184a0: destroying channel
I0309 17:12:44.072340693   21026 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x916390, 0x915b90)
I0309 17:12:44.072396455   21026 ev_epollex_linux.cc:1399]   PSS:0x916390: del pollset 0x915b90
I0309 17:12:44.072438126   21026 ev_epollex_linux.cc:661]    PS:0x915b90 (pollable:0x910cd0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0309 17:12:44.072478777   21026 ev_posix.cc:308]            (polling-api) pollset_shutdown(0x915b90)
I0309 17:12:44.072516388   21026 ev_epollex_linux.cc:661]    PS:0x915b90 (pollable:0x910cd0) maybe_finish_shutdown sc=0x915c88 (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0309 17:12:44.072555270   21026 timer_generic.cc:447]       TIMER 0x915c00: CANCEL pending=true
I0309 17:12:44.072596391   21026 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x916390)
D0309 17:12:44.072634702   21026 error.cc:352]               0x921850: 1 -> 0 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:1127]
I0309 17:12:44.072689424   21026 ref_counted.h:165]          SubchannelPoolInterface:0x916918 unref 4 -> 3
I0309 17:12:44.072747425   21026 work_serializer.cc:122]     WorkSerializer::Orphan() 0x915220
I0309 17:12:44.072785006   21026 work_serializer.cc:128]       Destroying
I0309 17:12:44.072985662   21026 init.cc:237]                grpc_shutdown(void)
D0309 17:12:44.073036914   21026 exec_ctx.cc:54]             closure 0x918430 finished
D0309 17:12:44.073075645   21026 exec_ctx.cc:34]             running closure 0x915c88: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/backup_poller.cc:109]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:670]
D0309 17:12:44.073111766   21026 exec_ctx.cc:54]             closure 0x915c88 finished
D0309 17:12:44.073147337   21026 exec_ctx.cc:34]             running closure 0x915c40: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/backup_poller.cc:153]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0309 17:12:44.073184338   21026 ev_posix.cc:313]            (polling-api) pollset_destroy(0x915b90)
I0309 17:12:44.073232679   21026 ref_counted.h:182]          pollable_refcount:0x910cd8 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:925 unref 1 -> 0 pollset
I0309 17:12:44.073267940   21026 ev_epollex_linux.cc:147]    (fd-trace) pollable_unref: Closing epfd: 5
D0309 17:12:44.073312842   21026 exec_ctx.cc:54]             closure 0x915c40 finished
I0309 17:12:44.073364143   21026 init.cc:237]                grpc_shutdown(void)
D0309 17:12:44.073415325   21026 init.cc:248]                grpc_shutdown starts clean-up now
I0309 17:12:44.073459916   21026 timer_manager.cc:318]       stop timer threads: threaded=1
I0309 17:12:44.086417254   21026 timer_manager.cc:324]       num timer threads: 1
I0309 17:12:44.086528848   21030 timer_manager.cc:205]       wait ended: was_timed:1 kicked:0
I0309 17:12:44.086582839   21030 timer_generic.cc:705]       TIMER CHECK BEGIN: now=1286 next=9223372036854775807 tls_min=1191 glob_min=2207
I0309 17:12:44.086624600   21030 timer_generic.cc:730]       TIMER CHECK END: r=1; next=2207
I0309 17:12:44.086666352   21030 timer_manager.cc:277]       End timer thread
I0309 17:12:44.086768015   21026 timer_manager.cc:329]       num timer threads: 0
I0309 17:12:44.086942180   21026 timer_manager.cc:318]       stop timer threads: threaded=0
D0309 17:12:44.086995581   21026 error.cc:508]               0x921cd0 create [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:279]
I0309 17:12:44.087043133   21026 timer_generic.cc:603]         .. shard[31]->min_deadline = 2207
I0309 17:12:44.087096784   21026 timer_generic.cc:518]         .. shard[31]: heap_empty=true
I0309 17:12:44.087136215   21026 timer_generic.cc:489]         .. shard[31]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.087173256   21026 timer_generic.cc:563]         .. shard[31] popped 0
I0309 17:12:44.087210267   21026 timer_generic.cc:622]         .. result --> 1, shard[31]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.087249909   21026 timer_generic.cc:518]         .. shard[30]: heap_empty=true
I0309 17:12:44.087287970   21026 timer_generic.cc:489]         .. shard[30]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.087325731   21026 timer_generic.cc:563]         .. shard[30] popped 0
I0309 17:12:44.087362362   21026 timer_generic.cc:622]         .. result --> 1, shard[30]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.087410293   21026 timer_generic.cc:518]         .. shard[29]: heap_empty=true
I0309 17:12:44.087449764   21026 timer_generic.cc:489]         .. shard[29]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.087488356   21026 timer_generic.cc:563]         .. shard[29] popped 0
I0309 17:12:44.087525447   21026 timer_generic.cc:622]         .. result --> 1, shard[29]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.087564358   21026 timer_generic.cc:518]         .. shard[28]: heap_empty=true
I0309 17:12:44.087601879   21026 timer_generic.cc:489]         .. shard[28]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.087640220   21026 timer_generic.cc:563]         .. shard[28] popped 0
I0309 17:12:44.087677311   21026 timer_generic.cc:622]         .. result --> 1, shard[28]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.087720982   21026 timer_generic.cc:518]         .. shard[27]: heap_empty=true
I0309 17:12:44.087758814   21026 timer_generic.cc:489]         .. shard[27]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.087796315   21026 timer_generic.cc:563]         .. shard[27] popped 0
I0309 17:12:44.087832146   21026 timer_generic.cc:622]         .. result --> 1, shard[27]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.087869987   21026 timer_generic.cc:518]         .. shard[26]: heap_empty=true
I0309 17:12:44.087906248   21026 timer_generic.cc:489]         .. shard[26]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.087943159   21026 timer_generic.cc:563]         .. shard[26] popped 0
I0309 17:12:44.087979160   21026 timer_generic.cc:622]         .. result --> 1, shard[26]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.088016791   21026 timer_generic.cc:518]         .. shard[25]: heap_empty=true
I0309 17:12:44.088053182   21026 timer_generic.cc:489]         .. shard[25]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.088096373   21026 timer_generic.cc:563]         .. shard[25] popped 0
I0309 17:12:44.088132654   21026 timer_generic.cc:622]         .. result --> 1, shard[25]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.088175006   21026 timer_generic.cc:518]         .. shard[24]: heap_empty=true
I0309 17:12:44.088213437   21026 timer_generic.cc:489]         .. shard[24]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.088250418   21026 timer_generic.cc:501]         .. add timer with deadline 2229 to heap
I0309 17:12:44.088287349   21026 timer_generic.cc:531]         .. check top timer deadline=2229 now=9223372036854775807
I0309 17:12:44.088328270   21026 timer_generic.cc:538]       TIMER 0x920520: FIRE 9223372036854775807ms late
D0309 17:12:44.088370801   21026 error.cc:304]               0x921cd0: 1 -> 2 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:557]
I0309 17:12:44.088419933   21026 timer_generic.cc:518]         .. shard[24]: heap_empty=true
I0309 17:12:44.088456464   21026 timer_generic.cc:489]         .. shard[24]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.088493685   21026 timer_generic.cc:563]         .. shard[24] popped 1
I0309 17:12:44.088530486   21026 timer_generic.cc:622]         .. result --> 2, shard[24]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.088570077   21026 timer_generic.cc:518]         .. shard[23]: heap_empty=true
I0309 17:12:44.088607478   21026 timer_generic.cc:489]         .. shard[23]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.088644039   21026 timer_generic.cc:563]         .. shard[23] popped 0
I0309 17:12:44.088679330   21026 timer_generic.cc:622]         .. result --> 2, shard[23]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.088717102   21026 timer_generic.cc:518]         .. shard[22]: heap_empty=true
I0309 17:12:44.088754763   21026 timer_generic.cc:489]         .. shard[22]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.088792034   21026 timer_generic.cc:563]         .. shard[22] popped 0
I0309 17:12:44.088828515   21026 timer_generic.cc:622]         .. result --> 2, shard[22]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.088867456   21026 timer_generic.cc:518]         .. shard[21]: heap_empty=true
I0309 17:12:44.088905217   21026 timer_generic.cc:489]         .. shard[21]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.088946518   21026 timer_generic.cc:563]         .. shard[21] popped 0
I0309 17:12:44.088982419   21026 timer_generic.cc:622]         .. result --> 2, shard[21]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.089020610   21026 timer_generic.cc:518]         .. shard[20]: heap_empty=true
I0309 17:12:44.089058081   21026 timer_generic.cc:489]         .. shard[20]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.089095363   21026 timer_generic.cc:563]         .. shard[20] popped 0
I0309 17:12:44.089130394   21026 timer_generic.cc:622]         .. result --> 2, shard[20]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.089168275   21026 timer_generic.cc:518]         .. shard[19]: heap_empty=true
I0309 17:12:44.089205496   21026 timer_generic.cc:489]         .. shard[19]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.089242607   21026 timer_generic.cc:563]         .. shard[19] popped 0
I0309 17:12:44.089277908   21026 timer_generic.cc:622]         .. result --> 2, shard[19]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.089315239   21026 timer_generic.cc:518]         .. shard[18]: heap_empty=true
I0309 17:12:44.089351370   21026 timer_generic.cc:489]         .. shard[18]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.089396501   21026 timer_generic.cc:563]         .. shard[18] popped 0
I0309 17:12:44.089434712   21026 timer_generic.cc:622]         .. result --> 2, shard[18]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.089478104   21026 timer_generic.cc:518]         .. shard[17]: heap_empty=true
I0309 17:12:44.089521005   21026 timer_generic.cc:489]         .. shard[17]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.089558576   21026 timer_generic.cc:563]         .. shard[17] popped 0
I0309 17:12:44.089594447   21026 timer_generic.cc:622]         .. result --> 2, shard[17]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.089632058   21026 timer_generic.cc:518]         .. shard[16]: heap_empty=true
I0309 17:12:44.089668499   21026 timer_generic.cc:489]         .. shard[16]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.089705910   21026 timer_generic.cc:563]         .. shard[16] popped 0
I0309 17:12:44.089742841   21026 timer_generic.cc:622]         .. result --> 2, shard[16]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
I0309 17:12:44.089781773   21026 timer_generic.cc:518]         .. shard[15]: heap_empty=true
I0309 17:12:44.089818614   21026 timer_generic.cc:489]         .. shard[15]->queue_deadline_cap --> 9223372036854775807
I0309 17:12:44.089855015   21026 timer_generic.cc:563]         .. shard[15] popped 0
I0309 17:12:44.089891216   21026 timer_generic.cc:622]         .. result --> 2, shard[15]->min_deadline 2207 --> 9223372036854775807, now=9223372036854775807
