D0308 11:23:00.336059408   20911 ev_posix.cc:172]            Using polling engine: epollex
I0308 11:23:00.456648149   20911 retry_filter.cc:1713]       chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0: call finished, status=OK server_pushback=N/A is_lb_drop=0 stream_network_state=N/A
I0308 11:23:00.456693820   20911 retry_filter.cc:2518]       chand=0x1c71710 calld=0x1c69730: invoking recv_trailing_metadata_ready for pending batch at index 0
I0308 11:23:00.456746291   20911 retry_filter.cc:2462]       chand=0x1c71710 calld=0x1c69730: clearing pending batch
I0308 11:23:00.456796083   20911 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x1c68548: closure=0x1c69408 error="OK" reason=recv_trailing_metadata_ready for pending batch
I0308 11:23:00.456835754   20911 ref_counted.h:165]          BatchData:0x1c713a8 unref 1 -> 0
I0308 11:23:00.456871095   20911 retry_filter.cc:1319]       chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0: destroying batch 0x1c713a0
D0308 11:23:00.456903446   20911 transport.h:175]            CALL_STACK 0x1c696a0:0x1c69690 UNREF Retry BatchData
I0308 11:23:00.456936597   20911 retry_filter.cc:717]        chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0: destroying call attempt
D0308 11:23:00.457030200   20911 closure.h:268]              closure 0x1c73390 finished
D0308 11:23:00.457073521   20911 closure.h:268]              closure 0x1c736e0 finished
D0308 11:23:00.457105242   20911 closure.h:268]              closure 0x1eb39b0 finished
D0308 11:23:00.457138013   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF finish_poll
D0308 11:23:00.457170394   20911 closure.h:268]              closure 0x1eb3ba0 finished
D0308 11:23:00.457202045   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF finish_poll
D0308 11:23:00.457233966   20911 closure.h:268]              closure 0x1eb3c70 finished
D0308 11:23:00.457265487   20911 closure.h:268]              closure 0x1eb3d28 finished
D0308 11:23:00.457297287   20911 closure.h:268]              closure 0x1eb3e18 finished
D0308 11:23:00.457328838   20911 exec_ctx.cc:54]             closure 0x1eb4408 finished
D0308 11:23:00.457362369   20911 exec_ctx.cc:34]             running closure 0x1c69408: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:2283]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.h:180]
D0308 11:23:00.457406901   20911 closure.h:259]              running closure 0x1c692f0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/deadline/deadline_filter.cc:152]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:2272]
D0308 11:23:00.457443152   20911 closure.h:259]              running closure 0x1c69170: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1668]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/deadline/deadline_filter.cc:140]
I0308 11:23:00.457477073   20911 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x1c68548] [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1310: recv_trailing_metadata_ready]
I0308 11:23:00.457510104   20911 call_combiner.cc:172]         size: 1 -> 0
I0308 11:23:00.457542005   20911 call_combiner.cc:208]         queue empty
D0308 11:23:00.457592856   20911 call.cc:716]                set_final_status CLI
D0308 11:23:00.457629237   20911 call.cc:717]                "OK"
I0308 11:23:00.457681309   20911 completion_queue.cc:776]    cq_end_op_for_pluck(cq=0x1c5f740, tag=0x7fffb1616e90, error="OK", done=0x2b785695ba24, done_arg=0x1c694a0, storage=0x1c69510)
I0308 11:23:00.457726340   20911 ev_posix.cc:331]            (polling-api) pollset_kick(0x1c5f8c0, 0x7fffb1616ae0)
I0308 11:23:00.457762441   20911 ev_epollex_linux.cc:727]    PS:0x1c5f8c0 kick 0x7fffb1616ae0 tls_pollset=0x1c5f8c0 tls_worker=0x7fffb1616ae0 pollset.root_worker=0x7fffb1616ae0
I0308 11:23:00.457798002   20911 ev_epollex_linux.cc:693]    PS:0x1c69f50 kicked_specific_but_awake
D0308 11:23:00.457834423   20911 closure.h:268]              closure 0x1c69170 finished
D0308 11:23:00.457868224   20911 closure.h:268]              closure 0x1c692f0 finished
D0308 11:23:00.457899715   20911 exec_ctx.cc:54]             closure 0x1c69408 finished
I0308 11:23:00.457934916   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=1 time_to_execute_final_list=1
I0308 11:23:00.457970197   20911 combiner.cc:250]            C:0x1ea71b0 execute_final[0] c=0x1ea7988
D0308 11:23:00.458023679   20911 flow_control.cc:117]        0x1ea9ae0[0][cli] | t updt sent | trw:                       4194308, tlw:                       4194303, taw:            4194301 -> 4194303, srw:                              , slw:                              , saw:                              
I0308 11:23:00.458068050   20911 writing.cc:131]             CLIENT: Ping sent [ipv4:12.8.10.78:5000]: 2/2
I0308 11:23:00.458105641   20911 chttp2_transport.cc:795]    W:0x1ea7870 CLIENT [ipv4:12.8.10.78:5000] state WRITING+MORE -> WRITING [begin write in current thread]
I0308 11:23:00.458138322   20911 rdma_cm.cc:524]             RDMA_WRITE_CALLED
I0308 11:23:00.458172913   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 00 00 08 06 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 08 00 00 '.......................'
I0308 11:23:00.458214014   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 00 00 00 00 00 00 02 00 00 08 06 00 00 00 00 00 00 00 00 00 00 00 00 '.......................'
I0308 11:23:00.458247385   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 00 '.'
I0308 11:23:00.458283216   20911 rdma_cm.cc:420]             Send a message 47
D0308 11:23:00.458319937   20911 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x1c7aef0 curr=0 closure=0x1ea5870
I0308 11:23:00.458357539   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=3
D0308 11:23:00.458402240   20911 exec_ctx.cc:34]             running closure 0x1ea9c50: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2562]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/writing.cc:120]
I0308 11:23:00.458438571   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1ea9c50 last=1
D0308 11:23:00.458472482   20911 exec_ctx.cc:54]             closure 0x1ea9c50 finished
I0308 11:23:00.458507083   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=1 time_to_execute_final_list=0
I0308 11:23:00.458540654   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1ea9c50
I0308 11:23:00.458574305   20911 chttp2_transport.cc:2578]   ipv4:12.8.10.78:5000: Start BDP ping err="OK"
I0308 11:23:00.458607376   20911 bdp_estimator.h:66]         bdp[ipv4:12.8.10.78:5000]:start acc=7 est=65536
I0308 11:23:00.458640727   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=3
I0308 11:23:00.458678798   20911 ev_epollex_linux.cc:660]    PS:0x1c5f8c0 (pollable:0x1c69f50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0308 11:23:00.458715729   20911 ev_posix.cc:325]            (polling-api) pollset_work(0x1c5f8c0, 9223372036854775807) end
D0308 11:23:00.458752420   20911 transport.h:175]            CALL_STACK 0x1c69240:0x1c68530 UNREF completion
I0308 11:23:00.458824822   20911 completion_queue.cc:1311]   RETURN_EVENT[0x1c5f740]: OP_COMPLETE: tag:0x7fffb1616e90 OK
I0308 11:23:00.458920745   20911 completion_queue.cc:1417]   grpc_completion_queue_destroy(cq=0x1c5f740)
I0308 11:23:00.458964296   20911 completion_queue.cc:1411]   grpc_completion_queue_shutdown(cq=0x1c5f740)
I0308 11:23:00.459003137   20911 ev_posix.cc:308]            (polling-api) pollset_shutdown(0x1c5f8c0)
I0308 11:23:00.459038908   20911 ev_epollex_linux.cc:660]    PS:0x1c5f8c0 (pollable:0x1c69f50) maybe_finish_shutdown sc=0x1c5f780 (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
D0308 11:23:00.459076389   20911 exec_ctx.cc:34]             running closure 0x1c5f780: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/completion_queue.cc:538]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ev_epollex_linux.cc:669]
D0308 11:23:00.459112040   20911 exec_ctx.cc:54]             closure 0x1c5f780 finished
I0308 11:23:00.459151892   20911 init.cc:239]                grpc_shutdown(void)
I0308 11:23:00.459197493   20911 call.cc:559]                grpc_call_unref(c=0x1c68530)
I0308 11:23:00.459234854   20911 call_combiner.cc:233]       call_combiner=0x1c68548: setting notify_on_cancel=(nil)
I0308 11:23:00.459268505   20911 call_combiner.cc:242]       call_combiner=0x1c68548: scheduling old cancel callback=0x1c717e8
D0308 11:23:00.459302446   20911 transport.h:175]            CALL_STACK 0x1c69240:0x1c68530 UNREF destroy
D0308 11:23:00.459344537   20911 exec_ctx.cc:34]             running closure 0x1c717e8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:2973]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.cc:246]
I0308 11:23:00.459391489   20911 client_channel.cc:2985]     chand=0x1c62130 lb_call=0x1c734a0: cancelling queued pick: error="OK" self=0x1c717e0 calld->pick_canceller=(nil)
D0308 11:23:00.459430920   20911 transport.h:175]            CALL_STACK 0x1c696a0:0x1c69690 UNREF LbQueuedCallCanceller
I0308 11:23:00.459474521   20911 ref_counted.h:165]          LoadBalancedCall:0x1c734a8 unref 2 -> 1
D0308 11:23:00.459508022   20911 exec_ctx.cc:54]             closure 0x1c717e8 finished
D0308 11:23:00.459541113   20911 exec_ctx.cc:34]             running closure 0x1c69250: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:55]
I0308 11:23:00.459581684   20911 ev_posix.cc:313]            (polling-api) pollset_destroy(0x1c5f8c0)
I0308 11:23:00.459618975   20911 ev_epollex_linux.cc:147]    (fd-trace) pollable_unref: Closing epfd: 7
D0308 11:23:00.459682657   20911 transport.h:175]            CALL_STACK 0x1c696a0:0x1c69690 UNREF 
D0308 11:23:00.459722528   20911 exec_ctx.cc:54]             closure 0x1c69250 finished
D0308 11:23:00.459757779   20911 exec_ctx.cc:34]             running closure 0x1c696b0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:55]
I0308 11:23:00.459793580   20911 retry_filter.cc:2337]       chand=0x1c71710 calld=0x1c69730: destroying send_initial_metadata
I0308 11:23:00.459832522   20911 retry_filter.cc:2357]       chand=0x1c71710 calld=0x1c69730: destroying send_trailing_metadata
I0308 11:23:00.459893663   20911 ref_counted.h:165]          LoadBalancedCall:0x1c734a8 unref 1 -> 0
D0308 11:23:00.459937545   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF 
D0308 11:23:00.459979106   20911 exec_ctx.cc:54]             closure 0x1c696b0 finished
D0308 11:23:00.460016707   20911 exec_ctx.cc:34]             running closure 0x1eb3a20: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:55]
I0308 11:23:00.460064778   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1eb4b60 last=1
I0308 11:23:00.460102249   20911 ref_counted.h:165]          ConnectedSubchannel:0x1ea61e8 unref 2 -> 1
D0308 11:23:00.460140241   20911 exec_ctx.cc:54]             closure 0x1eb3a20 finished
I0308 11:23:00.460174882   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=1 time_to_execute_final_list=0
I0308 11:23:00.460208523   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1eb4b60
I0308 11:23:00.460263064   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=3
D0308 11:23:00.460305515   20911 exec_ctx.cc:34]             running closure 0x1c69e20: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/retry_filter.cc:649]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:730]
D0308 11:23:00.460339956   20911 exec_ctx.cc:54]             closure 0x1c69e20 finished
D0308 11:23:00.460394368   20911 exec_ctx.cc:34]             running closure 0x1c691c8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:545]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/retry_filter.cc:634]
D0308 11:23:00.460467640   20911 transport.h:175]            CLIENT_CHANNEL 0x1c620b0:0x1c62030 UNREF call
D0308 11:23:00.460511621   20911 exec_ctx.cc:54]             closure 0x1c691c8 finished
I0308 11:23:00.460564053   20911 metadata_array.cc:34]       grpc_metadata_array_destroy(array=0x7fffb1617328)
I0308 11:23:00.460607194   20911 metadata_array.cc:34]       grpc_metadata_array_destroy(array=0x7fffb16172d8)
I0308 11:23:00.460731518   20911 channel.cc:491]             grpc_channel_destroy(channel=0x1c62030)
D0308 11:23:00.460783329   20911 error.cc:508]               0x1c5f740 create [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/channel.cc:493]
D0308 11:23:00.460823080   20911 transport.h:158]            CLIENT_CHANNEL 0x1c620b0:0x1c62030 REF start_transport_op
I0308 11:23:00.460858531   20911 ref_counted.h:115]          stream_refcount:0x1c620b0 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 4 -> 5 start_transport_op
I0308 11:23:00.460898823   20911 work_serializer.cc:78]      WorkSerializer::Run() 0x1c62760 Scheduling callback [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:1779]
I0308 11:23:00.460933364   20911 work_serializer.cc:90]        Executing immediately
I0308 11:23:00.460983895   20911 client_channel.cc:1737]     chand=0x1c62130: disconnect_with_error: {"created":"@1678245780.460820840","description":"Channel Destroyed","file":"/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/channel.cc","file_line":493}
I0308 11:23:00.461023496   20911 client_channel.cc:1563]     chand=0x1c62130: shutting down resolver=0x1c6a480
I0308 11:23:00.461060537   20911 ref_counted.h:165]          Resolver:0x1c6a488 unref 1 -> 0
D0308 11:23:00.461094958   20911 dns_resolver_ares.cc:163]   (c-ares resolver) resolver:0x1c6a480 destroying AresClientChannelDNSResolver
I0308 11:23:00.461135750   20911 client_channel.cc:414]      chand=0x1c62130: resolver shutdown complete
D0308 11:23:00.461171911   20911 transport.h:175]            CLIENT_CHANNEL 0x1c620b0:0x1c62030 UNREF ResolverResultHandler
I0308 11:23:00.461210572   20911 client_channel.cc:1569]     chand=0x1c62130: shutting down lb_policy=0x1c6b420
I0308 11:23:00.461245733   20911 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x1c57f70, 0x1c646a0)
I0308 11:23:00.461281354   20911 child_policy_handler.cc:127] [child_policy_handler 0x1c6b420] shutting down
I0308 11:23:00.461315535   20911 child_policy_handler.cc:132] [child_policy_handler 0x1c6b420] shutting down lb_policy 0x1c6b600
I0308 11:23:00.461349616   20911 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x1c6b500, 0x1c57f70)
I0308 11:23:00.461392577   20911 pick_first.cc:156]          Pick First 0x1c6b600 Shutting down
I0308 11:23:00.461430138   20911 subchannel_list.h:411]      [pick_first 0x1c6b600] Shutting down subchannel_list 0x1c6bad0
I0308 11:23:00.461465989   20911 subchannel_list.h:333]      [pick_first 0x1c6b600] subchannel list 0x1c6bad0 index 0 of 1 (subchannel 0x1c6d580): canceling connectivity watch (shutdown)
I0308 11:23:00.461520401   20911 ev_posix.cc:383]            (polling-api) pollset_set_del_pollset_set(0x1c6b820, 0x1c6b500)
I0308 11:23:00.461594643   20911 work_serializer.cc:78]      WorkSerializer::Run() 0x1c62760 Scheduling callback [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:572]
I0308 11:23:00.461633584   20911 work_serializer.cc:101]       Scheduling on queue : item 0x1c6a1d0
I0308 11:23:00.461718907   20911 subchannel_list.h:290]      [pick_first 0x1c6b600] subchannel list 0x1c6bad0 index 0 of 1 (subchannel 0x1c6d580): unreffing subchannel (shutdown)
I0308 11:23:00.461760668   20911 ref_counted.h:165]          SubchannelWrapper:0x1c6d588 unref 3 -> 2
I0308 11:23:00.461802029   20911 subchannel_list.h:400]      [pick_first 0x1c6b600] Destroying subchannel_list 0x1c6bad0
I0308 11:23:00.461838260   20911 pick_first.cc:148]          Destroying Pick First 0x1c6b600
I0308 11:23:00.461881991   20911 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x1c6b500)
I0308 11:23:00.461934173   20911 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x1c57f70)
D0308 11:23:00.461975634   20911 transport.h:175]            CLIENT_CHANNEL 0x1c620b0:0x1c62030 UNREF ClientChannelControlHelper
D0308 11:23:00.462064257   20911 transport.h:175]            DynamicFilters 0x1c71690:0x1c71690 UNREF ~DynamicFilters
I0308 11:23:00.462116308   20911 connectivity_state.cc:159]  ConnectivityStateTracker client_channel[0x1c621e0]: READY -> SHUTDOWN (shutdown from API, OK)
I0308 11:23:00.462170510   20911 ref_counted.h:165]          SubchannelWrapper:0x1c6d588 unref 2 -> 1
D0308 11:23:00.462211871   20911 transport.h:175]            CLIENT_CHANNEL 0x1c620b0:0x1c62030 UNREF start_transport_op
I0308 11:23:00.462247372   20911 work_serializer.cc:158]     WorkSerializer::DrainQueueOwned() 0x1c62760
I0308 11:23:00.462293963   20911 work_serializer.cc:201]       Running item 0x1c6a1d0 : callback scheduled at [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:572]
I0308 11:23:00.462334065   20911 client_channel.cc:474]      chand=0x1c62130: destroying subchannel wrapper 0x1c6d580 for subchannel 0x1c6c500
D0308 11:23:00.462458238   20911 transport.h:175]            CLIENT_CHANNEL 0x1c620b0:0x1c62030 UNREF SubchannelWrapper
I0308 11:23:00.462509180   20911 dual_ref_counted.h:74]      Subchannel:0x1c6c500 unref 1 -> 0, weak_ref 1 -> 2
I0308 11:23:00.462569692   20911 ref_counted.h:165]          SubchannelPoolInterface:0x1c62368 unref 8 -> 7
I0308 11:23:00.462612413   20911 ref_counted.h:165]          SubchannelPoolInterface:0x1c62368 unref 7 -> 6
D0308 11:23:00.462658024   20911 error.cc:508]               0x1c58db0 create [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/connector.h:72]
D0308 11:23:00.462703145   20911 error.cc:352]               0x1c58db0: 1 -> 0 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/client/chttp2_connector.cc:115]
I0308 11:23:00.462776478   20911 ref_counted.h:165]          ConnectedSubchannel:0x1ea61e8 unref 1 -> 0
I0308 11:23:00.462819299   20911 ref_counted.h:165]          SubchannelPoolInterface:0x1c62368 unref 6 -> 5
D0308 11:23:00.462855360   20911 transport.h:175]            subchannel 0x1ea66f0:0x1ea66f0 UNREF connected_subchannel_dtor
I0308 11:23:00.462899071   20911 dual_ref_counted.h:176]     Subchannel:0x1c6c500 weak_unref 2 -> 1 (refs=0)
D0308 11:23:00.462940822   20911 transport.h:175]            CLIENT_CHANNEL 0x1c620b0:0x1c62030 UNREF channel
D0308 11:23:00.462977423   20911 exec_ctx.cc:34]             running closure 0x1c716a0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:55]
D0308 11:23:00.463014304   20911 exec_ctx.cc:54]             closure 0x1c716a0 finished
D0308 11:23:00.463053756   20911 exec_ctx.cc:34]             running closure 0x1ea7740: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:210]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:1762]
D0308 11:23:00.463087897   20911 exec_ctx.cc:54]             closure 0x1ea7740 finished
D0308 11:23:00.463121318   20911 exec_ctx.cc:34]             running closure 0x1ea6700: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:55]
I0308 11:23:00.463158999   20911 ref_counted.h:165]          auth_context_refcount:0x1ea7540 unref 1 -> 0
I0308 11:23:00.463201160   20911 ref_counted.h:165]          security_connector_refcount:0x1c6b888 unref 4 -> 3
I0308 11:23:00.463243851   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1c6bbc0 last=1
D0308 11:23:00.463278912   20911 exec_ctx.cc:54]             closure 0x1ea6700 finished
D0308 11:23:00.463312673   20911 exec_ctx.cc:34]             running closure 0x1c620c0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:73]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.cc:55]
I0308 11:23:00.463354484   20911 client_channel.cc:1120]     chand=0x1c62130: destroying channel
I0308 11:23:00.463451747   20911 ev_posix.cc:371]            (polling-api) pollset_set_del_pollset(0x1c646a0, 0x1c62da0)
I0308 11:23:00.463496138   20911 ev_epollex_linux.cc:1398]   PSS:0x1c646a0: del pollset 0x1c62da0
I0308 11:23:00.463532980   20911 ev_epollex_linux.cc:660]    PS:0x1c62da0 (pollable:0x1c5d170) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0308 11:23:00.463571421   20911 ev_posix.cc:308]            (polling-api) pollset_shutdown(0x1c62da0)
I0308 11:23:00.463607652   20911 ev_epollex_linux.cc:660]    PS:0x1c62da0 (pollable:0x1c5d170) maybe_finish_shutdown sc=0x1c62498 (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0308 11:23:00.463644083   20911 timer_generic.cc:447]       TIMER 0x1c62410: CANCEL pending=true
I0308 11:23:00.463682124   20911 ev_posix.cc:357]            (polling-api) pollset_set_destroy(0x1c646a0)
D0308 11:23:00.463723635   20911 error.cc:352]               0x1c5f740: 1 -> 0 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:1127]
I0308 11:23:00.463780517   20911 ref_counted.h:165]          SubchannelPoolInterface:0x1c62368 unref 5 -> 4
I0308 11:23:00.463834228   20911 work_serializer.cc:122]     WorkSerializer::Orphan() 0x1c62760
I0308 11:23:00.463870569   20911 work_serializer.cc:128]       Destroying
I0308 11:23:00.464067685   20911 init.cc:239]                grpc_shutdown(void)
D0308 11:23:00.464116637   20911 exec_ctx.cc:54]             closure 0x1c620c0 finished
D0308 11:23:00.464153798   20911 exec_ctx.cc:34]             running closure 0x1c62498: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/backup_poller.cc:109]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/ev_epollex_linux.cc:669]
D0308 11:23:00.464188589   20911 exec_ctx.cc:54]             closure 0x1c62498 finished
D0308 11:23:00.464222810   20911 exec_ctx.cc:34]             running closure 0x1c62450: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/backup_poller.cc:153]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/timer_generic.cc:454]
I0308 11:23:00.464257471   20911 ev_posix.cc:313]            (polling-api) pollset_destroy(0x1c62da0)
I0308 11:23:00.464291302   20911 ev_epollex_linux.cc:147]    (fd-trace) pollable_unref: Closing epfd: 5
D0308 11:23:00.464334583   20911 exec_ctx.cc:54]             closure 0x1c62450 finished
I0308 11:23:00.464372304   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=1 time_to_execute_final_list=0
I0308 11:23:00.479441054   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1c6bbc0
D0308 11:23:00.479480955   20911 error.cc:508]               0x1c71690 create [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:562]
D0308 11:23:00.479522637   20911 error.cc:304]               0x1c71690: 1 -> 2 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:577]
D0308 11:23:00.479569188   20911 error.cc:304]               0x1c71690: 2 -> 3 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2370]
D0308 11:23:00.479603269   20911 error.cc:352]               0x1c71690: 3 -> 2 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1075]
D0308 11:23:00.479646710   20911 error.cc:352]               0x1c71690: 2 -> 1 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2373]
D0308 11:23:00.479682821   20911 error.cc:304]               0x1c71690: 1 -> 2 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:578]
D0308 11:23:00.479717142   20911 error.cc:304]               0x1c71690: 2 -> 3 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1669]
D0308 11:23:00.479753263   20911 error.cc:352]               0x1c71690: 3 -> 2 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/closure.h:224]
D0308 11:23:00.479789414   20911 error.cc:304]               0x1c71690: 2 -> 3 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1669]
D0308 11:23:00.479823575   20911 error.cc:352]               0x1c71690: 3 -> 2 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/closure.h:224]
D0308 11:23:00.479857546   20911 error.cc:304]               0x1c71690: 2 -> 3 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1669]
D0308 11:23:00.479891187   20911 error.cc:304]               0x1c71690: 3 -> 4 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/closure.h:220]
D0308 11:23:00.479923758   20911 error.cc:352]               0x1c71690: 4 -> 3 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/closure.h:224]
D0308 11:23:00.479957289   20911 error.cc:352]               0x1c71690: 3 -> 2 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1672]
D0308 11:23:00.479992010   20911 error.cc:591]               0x1ea65a0 create copying 0x1c71690
D0308 11:23:00.480025861   20911 error.cc:352]               0x1c71690: 2 -> 1 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/error.cc:606]
